reponse.csv,,
ID,Phrase,Audio
772,Qui parle beaucoup est souvent réduit au silence.,0772.wav
773,"Celui qui excelle ne discute pas, il maîtrise sa science et se tait.",0773.wav
774,"Tu n'échoues jamais complètement, jusqu'à ce que tu cesses de tenter ta chance.",0774.wav
775,Bien des gens ont l'air brillant jusqu'à ce qu'ils ouvrent la bouche.,0775.wav
776,Le savoir est la seule matière qui s'accroît quand on la partage.,0776.wav
777,"Si nous avons chacun un objet et que nous les échangeons, nous avons chacun un objet. Si nous avons chacun une idée et que nous les échangeons, nous avons chacun deux idées.",0777.wav
778,"Parfois, il vaut mieux ne rien dire et avoir l'air d'un con plutôt que d'ouvrir la bouche et le prouver.",0778.wav
779,"Parler est un besoin, écouter est un art.",0779.wav
780,Le temps ne s'achète pas mais le bon temps peut s'offrir.,0780.wav
781,Il n'y a de vent favorable que pour celui qui sait où il va.,0781.wav
782,Il faut deux ans pour apprendre à parler et toute une vie pour apprendre à se taire.,0782.wav
783,"Si ce que tu as à dire n'est pas plus beau que le silence, alors ne dis rien.",0783.wav
784,"Dans une dispute avec un imbécile, c'est le sage qui s'en va.",0784.wav
785,L’espoir ressemble à une herbe qui pousse même sur la tombe.,0785.wav
786,La sagesse est un fruit que l’on ramasse dans le jardin du voisin.,0786.wav
787,Profitez du temps pendant que vous avez le temps et qu'il est encore temps.,0787.wav
788,"L'art de la guerre, c'est soumettre l'ennemi sans combat.",0788.wav
789,"Il faut, pour soutenir une conversation en société, savoir une foule de choses inutiles.",0789.wav
790,L’humain est un animal politique.,0790.wav
791,L’humain est un animal métaphysique.,0791.wav
792,"La logique, qui peut seule donner la certitude, est l’instrument de la démonstration : l’intuition est l’instrument de l’invention.",0792.wav
793,"On ne peut plus parler, car personne ne peut commencer son discours sans témoigner aussitôt de tout autre chose que de ce qu’il dit.",0793.wav
794,Toutes nos analyses nous montrent dans la vie un effort pour remonter la pente que la matière descend.,0794.wav
795,Danger du langage pour la liberté de l’esprit : chaque mot est un préjugé.,0795.wav
796,Le règne de la liberté commence seulement à partir du moment où cesse le travail dicté par la nécessité.,0796.wav
797,Les humains se croient libres pour cette seule cause qu’ils sont conscients de leurs actions et ignorants des causes par où ils sont déterminés.,0797.wav
798,"Plus une personne a fondé profondément sa vie sur l’éthique, moins elle sentira le besoin de parler constamment du devoir.",0798.wav
799,C'est une triste chose de songer que la nature parle et que le genre humain ne l'écoute pas.,0799.wav
800,"Lorsqu'un seul être humain rêve, ce n'est qu'un rêve. Mais si beaucoup d’êtres humains rêvent ensemble, c'est le début d'une nouvelle réalité.",0800.wav
801,"Le chocolat en tête à tête c'est somptueux, à la fin d'un dîner c'est superbe, c'est le bonheur, un rite, une cérémonie.",0801.wav
802,"Il n'existe pas de recette unique au bonheur : chacun possède la sienne ! Faute de le savoir, on s'évertue à copier celle dont le voisin détiendrait le secret.",0802.wav
803,"Certaines personnes doivent tout le bonheur de leur vie à leur réputation de gens d'esprit, et toute leur réputation à leur paresse.",0803.wav
804,"Le bonheur, c'est le silence du malheur.",0804.wav
805,Le bonheur est une récompense qui vient à ceux qui ne l'ont pas cherchée.,0805.wav
806,Le bonheur est toujours une quête à renouveler.,0806.wav
807,"Le bonheur n'existe que gratuit. Il n'est pas ressenti par contraste, ni obtenu par la volonté ou la sagesse.",0807.wav
808,"On peut forcer quelqu'un à faire quelque chose, on ne peut pas le forcer à y trouver son bonheur.",0808.wav
809,Notre bonheur n'est qu'un malheur plus ou moins consolé.,0809.wav
810,Une des clefs du bonheur est de garder le contrôle de la différence entre : dire ce que l'on pense et dire la vérité.,0810.wav
811,Le secret du bonheur spirituel est de ne pas faire la vaisselle pour que la vaisselle soit faite mais pour faire la vaisselle.,0811.wav
812,"Ce qu'il y a d'admirable dans le bonheur des autres, c'est qu'on y croit.",0812.wav
813,Peut-être la paix est-elle plus que le bonheur.,0813.wav
814,On peut défaire n'importe quel bonheur avec un grain de bonne volonté.,0814.wav
815,Résolvez un problème et vous en éloignez cent autres.,0815.wav
816,Deux personnes qui suivent des voies différentes ne peuvent se rencontrer.,0816.wav
817,Le bois pourri ne peut être sculpté.,0817.wav
818,"En cherchant à hâter les choses, on manque le but.",0818.wav
819,Le silence est un ami qui ne trahit jamais.,0819.wav
820,Un général vraiment grand n’aime pas la guerre.,0820.wav
821,"Qui ne se préoccupe pas de l’avenir lointain, se condamne aux soucis immédiats.",0821.wav
822,"Si une personne parvient dans la matinée à la sagesse, tout est bien pour elle, même si elle meurt dans la soirée.",0822.wav
823,Celui qui sait une chose ne vaut pas celui qui l’aime. Celui qui l’aime ne vaut pas celui qui en fait sa joie.,0823.wav
824,"Comme les richesses ornent et embellissent une maison, de même les intentions pures et sincères ornent et embellissent la personne.",0824.wav
825,Le sage s’applique à être lent dans ses paroles et diligent dans ses actes.,0825.wav
826,Travaillez sans relâche comme si vous ne deviez jamais atteindre le but.,0826.wav
827,"Rien ne sert de parler des choses qui sont déjà accomplies, ni de faire des remontrances sur celles qui sont déjà très avancées, ni de blâmer ce qui est passé.",0827.wav
828,Dis-moi et j’oublierai. Montre-moi et je m’en souviendrai peut-être. Fais-moi participer et je comprendrai.,0828.wav
829,"Si vous refusez d’instruire quelqu’un qui a les dispositions requises, vous perdez une personne. Si vous enseignez à quelqu’un qui n’a pas les dispositions nécessaires, vous perdez vos instructions. Un sage ne perd ni les gens ni ses enseignements.",0829.wav
830,Les gens de bien sont droits et justes et non raide et inflexible ; ils savent se plier mais non se courber.,0830.wav
831,"Il faut se garder de trois fautes : parler sans y être invité, ce qui est impertinence ; ne pas parler quand on y est invité, ce qui est de la dissimulation ; parler sans observer les réactions de l’autre, ce qui est de l’aveuglement.",0831.wav
832,La personne supérieure est amicale sans être familière ; la personne vulgaire est familière sans être amicale.,0832.wav
833,"Lorsque tu fais quelque chose, sache que tu auras contre toi ceux qui voudraient faire la même chose, ceux qui voulaient faire le contraire et l’immense majorité de ceux qui ne voulaient rien faire.",0833.wav
834,Une petite impatience ruine un grand projet.,0834.wav
835,"Il n’est pas nécessaire d’aller vite, le tout est de ne pas s’arrêter.",0835.wav
836,On triomphe des mauvaises habitudes plus aisément aujourd’hui que demain.,0836.wav
837,Le but n’est pas tout. Chaque pas vers le but est un but. Ce sont tous les petits buts qui font le but.,0837.wav
838,"Les principes de conduite étant différents, on ne peut s’aider mutuellement par des conseils.",0838.wav
839,"Sans langage commun, les affaires ne peuvent être conclues.",0839.wav
840,"Sans principes communs, ce n’est pas la peine de discuter.",0840.wav
841,Chaque mot dit avec bonté est comme une goutte de rosée magnifiée par un rayon de soleil.,0841.wav
842,Il est préférable d’avoir moins de tonnerre dans la bouche et plus d’éclairs dans la main.,0842.wav
843,Il est impossible de réveiller quelqu’un qui fait semblant de dormir.,0843.wav
844,Qui lance un boomerang prend le risque de se le prendre dans la tête.,0844.wav
845,Personne n'est plus sourd que celui qui ne veut pas entendre.,0845.wav
846,L’espérance est le songe d’un homme éveillé.,0846.wav
847,"Nous humanisons ce qui se passe dans le monde en nous en parlant et, dans ce parler, nous apprenons à être humains.",0847.wav
848,"Contre l'imprévisibilité, contre la chaotique incertitude de l'avenir, le remède se trouve dans la faculté de faire et de tenir des promesses.",0848.wav
849,L’action muette ne serait plus action parce qu’il n’y aurait plus d’acteur.,0849.wav
850,Une phrase bien construite semble néanmoins posséder son existence indépendante. Les meilleures phrases sont probablement fabriquées dans la solitude…,0850.wav
851,Les gens oublieront ce que vous avez dit. Ils oublieront ce que vous avez fait. Mais ils n’oublieront jamais ce que vous leur avez fait ressentir.,0851.wav
852,Ne gâtons-nous pas les choses en les exprimant ?,0852.wav
853,Les illusions sont à l’âme ce que l’atmosphère est à la terre.,0853.wav
854,Un sentiment doit pouvoir se traduire en action sinon il est sans valeur.,0854.wav
855,"Parfois, je préfère parler aux ouvriers et aux maçons qu’à ces gens stupides qui se disent cultivés.",0855.wav
856,Pourquoi ne puis-je écrire des mots qui réveilleraient les morts ? Cette question est celle qui me brûle le plus profondément.,0856.wav
857,Je suis certaine que je pourrais parler indéfiniment sur rien. Si seulement je n’avais rien à dire.,0857.wav
858,Le silence a le poids du doute.,0858.wav
859,"Cheminant lentement mais sûrement, la Tortue nous rappelle aussi que le chemin parcouru demeure aussi important que sa destination finale.",0859.wav
860,"En mettant en commun tout notre savoir-faire dans l'intérêt de tous, et non uniquement pour nous-même, nous visons l'excellence de la collectivité et par conséquent, de l'organisation entière.",0860.wav
861,"Dans notre monde, bien souvent, l’important n’est pas d’être compétent mais de faire croire aux autres que vous l’êtes.",0861.wav
862,"Le pouvoir dénature immanquablement la vérité. Son objet est de changer la réalité plutôt que de la voir telle qu’elle est. Quand vous avez un marteau en main, tout ressemble à un clou ; quand vous disposez d’un grand pouvoir, tout vous pousse à vous mêler de tout.",0862.wav
863,"Le silence se meurt, le bruit prend partout le pouvoir ; c’est la seule calamité écologique dont personne ne parle.",0863.wav
864,Une once de pratique vaut mieux que des tonnes de discours.,0864.wav
865,Il vaut mieux se disputer avec quelqu'un d'intelligent que parler à un imbécile.,0865.wav
866,"Quand il le faut, la souris peut devenir un tigre.",0866.wav
867,"Qui parle bien, n’agit pas bien.",0867.wav
868,On ne peut pas chasser le brouillard avec un éventail.,0868.wav
869,Ce qu’une personne ne dit pas est le sel de la conversation.,0869.wav
870,"Si tu es pressé, fais un détour.",0870.wav
871,La neige ne brise jamais la branche du saule.,0871.wav
872,Ne fatiguons pas la seule bouche que nous avons pour en parler.,0872.wav
873,La langue qui fourche fait plus de mal que le pied qui trébuche.,0873.wav
874,L'arbre du silence porte les fruits de la paix.,0874.wav
875,Mesure la profondeur de l'eau avant de t'y plonger.,0875.wav
876,"Dans une bouche close, il n'entre point de mouche.",0876.wav
877,Une goutte de poix peut gâter tout un tonnelet de miel.,0877.wav
878,Ce n'est pas parce que le cabri fait des crottes comme des pilules qu'il est pharmacien.,0878.wav
879,Une averse ne fait pas la récolte.,0879.wav
880,Le silence est plus profitable que l'abondance des paroles.,0880.wav
881,De la discussion jaillit la lumière.,0881.wav
882,Y penser sans cesse ne labourera pas le champ.,0882.wav
883,"Quand on commence à tirer les fils d’une pelote de laine, on ne sait pas forcément à quel moment elle va craquer ni ce qu’elle va révéler.",0883.wav
884,"On peut nouer un fil rompu, mais il y aura un nœud au milieu.",0884.wav
885,"Quand deux sages confrontent leurs idées, ils en produisent de meilleures ; le jaune et le rouge mélangés produisent une autre couleur.",0885.wav
886,La parole ne suffit pas à faire d'une personne ce qu'elle n’est pas.,0886.wav
887,Il y a des paroles qui ressemblent à des confitures salées.,0887.wav
888,"Pour savoir si l'eau d'un bol est chaude ou froide, il faut y mettre un doigt… Il ne sert à rien de discuter.",0888.wav
889,"Si le petit serpent avale ce qu'avale un gros serpent, c'est le gros serpent qui a démérité.",0889.wav
890,La main de celui qui demande est toujours en-dessous de celle de celui à qui il demande.,0890.wav
891,Les dures vérités déplaisent mais sauvent.,0891.wav
892,"Si tu as de nombreuses richesses donne ton bien ; si tu possèdes peu, donne ton cœur.",0892.wav
893,"Le mensonge a beau courir, la vérité l'atteint d'une traite.",0893.wav
894,Une fourmi en mouvement en fait plus qu’un bœuf assoupi.,0894.wav
895,Le plus grand conquérant est celui qui sait vaincre sans bataille.,0895.wav
896,"Si une personne saisit ce qui est fondamental, tous les livres deviennent inutiles.",0896.wav
